destination,year,month,crowd_risk_level,crowd_score_0_100,crowd_ratio,social_media_sentiment,trending,is_off_season,event_note,recommendation_action,model_used
Dambulla,2028,7,MEDIUM,50.6,0.506,0.606,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,7,HIGH,83.9,0.839,0.775,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,7,MEDIUM,55.5,0.555,0.566,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,7,LOW,5.2,0.052,0.369,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,7,MEDIUM,49.9,0.499,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,7,HIGH,82.2,0.822,0.95,1,0,Nallur Kandaswamy festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,7,MEDIUM,62.1,0.621,0.661,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,7,MEDIUM,44.0,0.44,0.692,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,8,MEDIUM,57.3,0.573,0.657,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,8,HIGH,74.5,0.745,0.644,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,8,MEDIUM,57.5,0.575,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,8,HIGH,100.0,1.0,0.926,1,0,Esala Perahera festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,8,MEDIUM,59.9,0.599,0.759,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,8,MEDIUM,42.4,0.424,0.416,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,8,MEDIUM,46.3,0.463,0.708,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,8,MEDIUM,44.8,0.448,0.556,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,8,HIGH,89.4,0.894,0.805,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,8,HIGH,86.5,0.865,0.857,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,8,HIGH,72.2,0.722,0.57,0,0,Esala season pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,8,MEDIUM,66.4,0.664,0.687,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,8,MEDIUM,53.6,0.536,0.715,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,8,HIGH,90.0,0.9,0.848,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,8,MEDIUM,55.3,0.553,0.55,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,8,LOW,6.4,0.064,0.462,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,8,MEDIUM,58.4,0.584,0.573,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,8,HIGH,72.3,0.723,0.713,0,0,Nallur Kandaswamy festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,8,MEDIUM,59.4,0.594,0.691,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,8,MEDIUM,47.9,0.479,0.652,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,9,MEDIUM,43.1,0.431,0.419,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,9,MEDIUM,47.5,0.475,0.622,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,9,MEDIUM,40.3,0.403,0.431,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,9,MEDIUM,51.3,0.513,0.621,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,9,MEDIUM,43.8,0.438,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,9,LOW,34.4,0.344,0.424,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,9,LOW,38.7,0.387,0.462,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,9,LOW,36.7,0.367,0.361,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,9,HIGH,79.2,0.792,0.873,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,9,MEDIUM,68.9,0.689,0.714,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,9,LOW,35.3,0.353,0.535,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,9,LOW,34.8,0.348,0.428,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,9,LOW,37.1,0.371,0.537,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,9,HIGH,80.5,0.805,0.789,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,9,MEDIUM,42.6,0.426,0.433,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,9,LOW,6.1,0.061,0.395,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,9,LOW,39.4,0.394,0.404,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,9,MEDIUM,48.9,0.489,0.664,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,9,MEDIUM,61.3,0.613,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,9,MEDIUM,43.4,0.434,0.437,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,10,MEDIUM,43.0,0.43,0.49,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,10,MEDIUM,45.8,0.458,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,10,MEDIUM,52.7,0.527,0.68,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,10,MEDIUM,49.3,0.493,0.797,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,10,MEDIUM,41.6,0.416,0.418,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,10,MEDIUM,44.5,0.445,0.617,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,10,MEDIUM,47.3,0.473,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,10,MEDIUM,50.5,0.505,0.616,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,10,MEDIUM,54.4,0.544,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,10,MEDIUM,43.3,0.433,0.488,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,10,LOW,33.9,0.339,0.359,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,10,LOW,29.3,0.293,0.558,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,10,LOW,39.8,0.398,0.427,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,10,LOW,22.0,0.22,0.47,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,10,MEDIUM,43.7,0.437,0.771,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,10,LOW,8.5,0.085,0.402,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,10,LOW,39.6,0.396,0.406,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,10,MEDIUM,42.8,0.428,0.558,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,10,MEDIUM,58.4,0.584,0.663,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,10,MEDIUM,50.3,0.503,0.721,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,11,MEDIUM,64.8,0.648,0.618,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,11,MEDIUM,57.2,0.572,0.713,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,11,HIGH,72.5,0.725,0.761,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,11,MEDIUM,56.7,0.567,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,11,MEDIUM,49.2,0.492,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,11,HIGH,80.6,0.806,0.85,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,11,HIGH,77.7,0.777,0.89,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,11,HIGH,71.7,0.717,0.689,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,11,LOW,21.9,0.219,0.459,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,11,LOW,27.9,0.279,0.401,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,11,MEDIUM,44.0,0.44,0.626,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,11,LOW,37.9,0.379,0.527,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,11,MEDIUM,48.4,0.484,0.653,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,11,MEDIUM,46.2,0.462,0.695,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,11,MEDIUM,51.3,0.513,0.78,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,11,LOW,16.0,0.16,0.463,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,11,MEDIUM,50.0,0.5,0.745,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,11,LOW,37.0,0.37,0.467,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,11,HIGH,70.9,0.709,0.661,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,11,MEDIUM,61.6,0.616,0.662,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2028,12,HIGH,73.9,0.739,0.588,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2028,12,HIGH,87.4,0.874,0.778,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2028,12,HIGH,96.8,0.968,0.729,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2028,12,MEDIUM,63.9,0.639,0.673,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2028,12,MEDIUM,66.0,0.66,0.646,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2028,12,HIGH,91.1,0.911,0.933,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2028,12,HIGH,82.7,0.827,0.688,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2028,12,HIGH,92.3,0.923,0.79,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2028,12,LOW,13.9,0.139,0.493,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2028,12,LOW,25.1,0.251,0.416,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2028,12,MEDIUM,46.1,0.461,0.702,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2028,12,MEDIUM,47.2,0.472,0.644,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2028,12,MEDIUM,64.8,0.648,0.586,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2028,12,MEDIUM,58.9,0.589,0.608,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2028,12,MEDIUM,59.8,0.598,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2028,12,HIGH,96.8,0.968,0.841,1,0,Pilgrimage season opens (Unduvap Poya),redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2028,12,MEDIUM,56.4,0.564,0.737,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2028,12,MEDIUM,45.7,0.457,0.717,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2028,12,HIGH,79.2,0.792,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2028,12,HIGH,80.7,0.807,0.847,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,1,MEDIUM,64.9,0.649,0.593,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,1,HIGH,71.6,0.716,0.662,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,1,HIGH,86.0,0.86,0.735,0,0,Galle Literary Festival,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,1,MEDIUM,49.4,0.494,0.585,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,1,MEDIUM,58.4,0.584,0.703,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,1,HIGH,91.5,0.915,0.909,1,0,Whale watching peak season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,1,HIGH,90.0,0.9,0.768,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,1,HIGH,91.0,0.91,0.852,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,1,LOW,15.7,0.157,0.439,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,1,LOW,26.4,0.264,0.367,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,1,MEDIUM,41.2,0.412,0.565,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,1,LOW,30.6,0.306,0.484,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,1,MEDIUM,52.4,0.524,0.621,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,1,MEDIUM,57.8,0.578,0.598,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,1,MEDIUM,59.6,0.596,0.6,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,1,HIGH,100.0,1.0,0.817,1,0,Peak pilgrimage season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,1,MEDIUM,64.5,0.645,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,1,LOW,38.8,0.388,0.495,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,1,HIGH,77.1,0.771,0.591,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,1,HIGH,80.3,0.803,0.865,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,2,MEDIUM,59.3,0.593,0.683,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,2,HIGH,79.1,0.791,0.854,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,2,HIGH,85.1,0.851,0.712,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,2,MEDIUM,43.3,0.433,0.453,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,2,MEDIUM,57.3,0.573,0.596,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,2,HIGH,96.8,0.968,0.72,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,2,HIGH,91.8,0.918,0.747,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,2,HIGH,83.3,0.833,0.823,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,2,LOW,19.0,0.19,0.427,0,1,,avoid_travel,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,2,LOW,34.3,0.343,0.415,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,2,LOW,34.4,0.344,0.382,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,2,LOW,29.1,0.291,0.536,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,2,MEDIUM,48.1,0.481,0.602,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,2,MEDIUM,68.3,0.683,0.638,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,2,MEDIUM,55.9,0.559,0.614,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,2,HIGH,100.0,1.0,0.811,1,0,Peak pilgrimage season,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,2,HIGH,74.2,0.742,0.665,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,2,MEDIUM,43.4,0.434,0.425,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,2,MEDIUM,66.6,0.666,0.624,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,2,HIGH,83.4,0.834,0.795,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,3,MEDIUM,69.6,0.696,0.775,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,3,HIGH,82.0,0.82,0.8,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,3,HIGH,89.8,0.898,0.796,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,3,MEDIUM,48.2,0.482,0.59,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,3,MEDIUM,67.5,0.675,0.629,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,3,HIGH,86.2,0.862,0.921,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,3,HIGH,85.3,0.853,0.807,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,3,HIGH,84.5,0.845,0.687,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,3,LOW,33.6,0.336,0.496,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,3,MEDIUM,48.4,0.484,0.719,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,3,MEDIUM,43.8,0.438,0.425,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,3,LOW,36.5,0.365,0.586,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,3,MEDIUM,59.5,0.595,0.665,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,3,MEDIUM,58.0,0.58,0.599,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,3,MEDIUM,56.7,0.567,0.599,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,3,HIGH,76.3,0.763,0.791,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,3,MEDIUM,62.1,0.621,0.67,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,3,MEDIUM,49.3,0.493,0.619,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,3,MEDIUM,66.2,0.662,0.591,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,3,HIGH,72.1,0.721,0.673,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,4,MEDIUM,64.2,0.642,0.595,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,4,HIGH,70.5,0.705,0.731,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,4,MEDIUM,69.1,0.691,0.763,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,4,MEDIUM,60.0,0.6,0.575,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,4,HIGH,98.1,0.981,0.91,1,0,April Season - New Year festivities,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,4,HIGH,70.9,0.709,0.647,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,4,HIGH,71.6,0.716,0.582,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,4,HIGH,73.6,0.736,0.658,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,4,MEDIUM,69.7,0.697,0.694,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,4,HIGH,72.1,0.721,0.663,0,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,4,MEDIUM,59.6,0.596,0.678,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,4,MEDIUM,61.5,0.615,0.731,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,4,MEDIUM,60.8,0.608,0.619,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,4,MEDIUM,49.8,0.498,0.642,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,4,MEDIUM,60.5,0.605,0.716,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,4,MEDIUM,68.0,0.68,0.742,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,4,MEDIUM,57.7,0.577,0.624,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,4,MEDIUM,48.5,0.485,0.551,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,4,MEDIUM,67.7,0.677,0.654,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,4,MEDIUM,57.7,0.577,0.572,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,5,LOW,39.3,0.393,0.55,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,5,MEDIUM,43.8,0.438,0.36,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,5,LOW,38.8,0.388,0.434,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,5,MEDIUM,48.0,0.48,0.647,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,5,MEDIUM,60.4,0.604,0.692,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,5,LOW,36.5,0.365,0.518,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,5,LOW,35.5,0.355,0.384,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,5,LOW,37.6,0.376,0.454,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,5,HIGH,89.7,0.897,0.819,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,5,HIGH,86.7,0.867,0.811,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,5,HIGH,88.8,0.888,0.787,1,0,Vesak Poya pilgrimage surge,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,5,HIGH,75.4,0.754,0.617,0,0,Vesak Poya pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Dambulla,2029,5,MEDIUM,61.1,0.611,0.656,0,0,Vesak at the Golden Cave Temple,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Yala,2029,5,MEDIUM,55.5,0.555,0.74,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Pinnawala,2029,5,MEDIUM,44.6,0.446,0.515,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Adams Peak,2029,5,MEDIUM,69.2,0.692,0.526,0,0,Season closes at Vesak Poya,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Horton Plains,2029,5,MEDIUM,46.5,0.465,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Jaffna,2029,5,MEDIUM,55.1,0.551,0.603,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Colombo,2029,5,MEDIUM,55.1,0.551,0.755,1,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Negombo,2029,5,MEDIUM,41.9,0.419,0.526,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Sigiriya,2029,6,LOW,36.8,0.368,0.382,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Ella,2029,6,LOW,39.3,0.393,0.479,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Galle Fort,2029,6,LOW,33.0,0.33,0.493,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Kandy,2029,6,MEDIUM,57.2,0.572,0.628,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Nuwara Eliya,2029,6,MEDIUM,46.0,0.46,0.677,0,0,,monitor,Ensemble_SARIMA_LSTM_SocialTrend
Mirissa,2029,6,LOW,28.2,0.282,0.52,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Unawatuna,2029,6,LOW,30.6,0.306,0.487,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Bentota,2029,6,LOW,29.7,0.297,0.431,0,0,,promote,Ensemble_SARIMA_LSTM_SocialTrend
Arugam Bay,2029,6,HIGH,96.0,0.96,0.745,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Trincomalee,2029,6,HIGH,93.2,0.932,0.809,1,0,,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Anuradhapura,2029,6,HIGH,100.0,1.0,0.883,1,0,Poson Poya - peak pilgrimage of the year,redirect,Ensemble_SARIMA_LSTM_SocialTrend
Polonnaruwa,2029,6,HIGH,79.6,0.796,0.735,0,0,Poson Poya pilgrimage,redirect,Ensemble_SARIMA_LSTM_SocialTrend
